   182 -216.54  666.43  481.12
   183 -417.22  519.55  527.72
   184 -432.60  566.21  463.43
   185 -328.30  622.51  476.65
   186 -388.50  617.02  436.87
   187 -280.07  667.36  445.75
   188 -400.59  654.53  365.53
   189 -473.54  511.33  486.62
   190 -526.62  499.62  442.20
   191 -576.10  484.49  394.80
   192 -487.97  555.28  419.58
   193 -499.97  592.68  348.23
   194 -456.65  640.90  321.27
   195   32.16  665.57  527.72
   196   17.17  712.35  463.43
   197  132.37  713.74  442.20
   198   68.38  736.06  419.58
   199  181.31  730.59  394.80
   200   56.12  773.36  348.23
   201 -100.31  696.60  476.65
   202 -165.69  704.52  445.75
   203  -48.36  727.53  436.87
   204  -60.64  764.99  365.53
   205   -7.28  786.91  321.27
   206 -177.90  742.08  374.39
   207 -240.88  741.36  338.90
   208 -124.70  771.42  334.46
   209 -187.81  772.43  300.97
   210 -133.41  797.90  260.90
   211 -195.28  795.24  227.93
   212 -292.26  704.92  374.39
   213 -352.54  697.39  334.46
   214 -361.06  723.93  260.90
   215 -249.53  767.98  265.39
   216 -309.45  758.15  227.93
   217  659.86  516.57  142.27
   218  666.34  522.69   72.73
   219  625.48  574.59   33.38
   220  665.70  524.20  -67.46
   221  623.98  575.93  -38.03
   222  615.28  559.78  174.85
   223  513.83  634.54  236.30
   224  574.38  611.73  135.59
   225  522.10  649.95  165.75
   226  578.12  619.84   63.89
   227  527.16  666.43   21.49
   228  457.63  665.57  264.77
   229  406.82  712.35  222.62
   230  471.18  696.60  123.45
   231  412.38  727.53  152.12
   232  472.79  704.52   51.15
   233  354.06  764.99  109.23
   234  336.32  713.74  316.16
   235  272.04  730.59  338.73
   236  344.70  736.06  248.81
   237  286.36  773.36  205.92
   238  290.61  786.91  137.17
   239  209.35  750.96  338.73
   240   84.50  793.98  291.46
   241   20.98  807.44  264.77
   242  216.84  775.11  273.27
   243  153.77  798.09  248.81
   244   24.71  827.00  194.83
   245  159.05  815.42  179.68
   246   94.01  830.98  152.12
   247  227.43  807.44  137.17
   248   97.78  840.51   80.48
   249   31.61  847.87   51.15
   250  -42.71  815.38  236.30
   251 -168.73  814.53  174.85
   252  -40.35  832.70  165.75
   253 -105.12  832.51  135.59
   254 -169.10  826.43  104.51
   255  -37.69  843.95   93.98
   256 -231.85  814.53   72.73
   257 -168.28  832.51   33.38
   258  -34.76  849.01   21.49
   259 -100.90  843.95   -8.32
   260 -166.29  832.70  -38.03
   261 -230.45  815.38  -67.46
   262 -252.16   33.21  811.05
   263 -160.09  166.79  817.96
   264 -109.51  229.56  811.05
   265 -276.60  100.33  797.45
   266 -230.38  167.37  800.88
   267 -250.98  232.86  778.00
   268 -319.24  231.94  752.85
   269 -318.30   32.79  787.47
   270 -443.53   31.20  724.44
   271 -343.14   99.16  771.32
   272 -407.20   97.21  739.76
   273 -468.34   94.56  703.00
   274 -365.46  164.82  749.51
   275 -526.15   91.22  661.33
   276 -489.89  157.28  676.58
   277 -385.13  229.30  722.22
   278 -448.21  224.95  686.30
   279 -507.99  218.94  645.37
   280 -564.05  211.34  599.73
   281 -129.55  292.59  787.47
   282 -200.35  295.70  771.32
   283 -337.08  295.43  722.22
   284 -218.28  357.23  739.76
   285 -286.38  358.28  715.62
   286 -166.73  412.18  724.44
   287 -300.97  417.31  676.58
   288 -365.21  415.48  645.37
   289 -183.64  467.93  685.42
   290 -249.35  472.21  661.33
   291 -375.30  471.14  599.73
   292 -402.00  292.07  689.63
   293 -522.59  279.05  609.53
   294 -577.34  269.47  562.64
   295 -415.96  352.72  651.97
   296 -476.50  346.20  612.86
   297 -586.71  325.72  521.70
   298 -485.55  403.25  569.33
   299 -540.74  392.87  525.12
   300 -434.68  465.81  562.64
   301 -544.13  445.76  477.22
   302 -593.44  431.15  429.46
   303 -543.15     .00  653.83
   304 -569.09   60.03  628.52
   305 -623.69   60.08  574.38
   306 -609.19  178.55  565.25
   307 -644.49  119.78  541.10
   308 -569.09  -60.03  628.52
   309 -609.19 -178.55  565.25
   310 -623.69  -60.08  574.38
   311 -644.49 -119.78  541.10
   312 -651.74     .00  545.66
   313 -700.73     .00  481.12
   314 -623.05 -236.25  527.72
   315 -672.18 -236.46  463.43
   316 -693.50 -119.87  476.65
   317 -706.87 -178.82  436.87
   318 -721.24  -60.13  445.75
   319 -746.29 -178.72  365.53
   320 -632.64 -292.35  486.62
   321 -637.91 -346.45  442.20
   322 -638.80 -398.20  394.80
   323 -678.89 -292.49  419.58
   324 -718.17 -292.35  348.23
   325 -750.64 -236.25  321.27
   326 -623.05  236.25  527.72
   327 -672.18  236.46  463.43
   328 -637.91  346.45  442.20
   329 -678.89  292.49  419.58
   330 -638.80  398.20  394.80
   331 -718.17  292.35  348.23
   332 -693.50  119.87  476.65
   333 -721.24   60.13  445.75
   334 -706.87  178.82  436.87
   335 -746.29  178.72  365.53
   336 -750.64  236.25  321.27
   337 -760.73   60.13  374.39
   338 -779.52     .00  338.90
   339 -772.20  119.78  334.46
   340 -792.66   60.08  300.97
   341 -800.07  119.69  260.90
   342 -816.66   60.03  227.93
   343 -760.73  -60.13  374.39
   344 -772.20 -119.78  334.46
   345 -800.07 -119.69  260.90
   346 -807.51     .00  265.39
   347 -816.66  -60.03  227.93
   348 -287.38  787.19  142.27
   349 -291.19  795.24   72.73
   350 -353.18  772.43   33.38
   351 -292.83  795.11  -67.46
   352 -354.92  771.42  -38.03
   353 -342.26  758.15  174.85
   354 -444.71  684.76  236.30
   355 -404.29  735.30  135.59
   356 -456.81  697.39  165.75
   357 -410.85  741.36   63.89
   358 -470.92  707.30   21.49
   359 -491.57  640.90  264.77
   360 -551.77  607.04  222.62
   361 -516.90  663.38  123.45
   362 -564.49  617.02  152.12
   363 -523.94  667.36   51.15
   364 -618.14  573.13  109.23
   365 -574.88  540.42  316.16
   366 -610.77  484.49  338.73
   367 -593.51  555.28  248.81
   368 -647.02  511.33  205.92
   369 -658.60  519.55  137.17
   370 -649.51  431.15  338.73
   371 -729.01  325.72  291.46
   372 -761.44  269.47  264.77
   373 -670.17  445.76  273.27
   374 -711.51  392.87  248.81
   375 -778.89  279.05  194.83
   376 -726.37  403.25  179.68
   377 -761.25  346.20  152.12
   378 -697.64  465.81  137.17
   379 -769.16  352.72   80.48
   380 -796.60  292.07   51.15
   381 -788.67  211.34  236.30
   382 -826.80   91.22  174.85
   383 -804.42  218.94  165.75
   384 -824.24  157.28  135.59
   385 -838.24   94.56  104.51
   386 -814.29  224.95   93.98
   387 -846.31   31.20   72.73
   388 -843.76   97.21   33.38
   389 -818.20  229.30   21.49
   390 -833.82  164.82   -8.32
   391 -843.34   99.16  -38.03
   392 -846.68   32.79  -67.46
   393 -109.51 -229.56  811.05
   394 -208.09 -100.72  817.96
   395 -252.16  -33.21  811.05
   396 -180.90 -232.06  797.45
   397 -230.38 -167.37  800.88
   398 -299.02 -166.74  778.00
   399 -319.24 -231.94  752.85
   400 -129.55 -292.59  787.47
   401 -166.73 -412.18  724.44
   402 -200.35 -295.70  771.32
   403 -218.28 -357.23  739.76
   404 -234.66 -416.20  703.00
   405 -269.69 -296.63  749.51
   406 -249.35 -472.21  661.33
   407 -300.97 -417.31  676.58
   408 -337.08 -295.43  722.22
   409 -352.44 -356.76  686.30
   410 -365.21 -415.48  645.37
   411 -375.30 -471.14  599.73
   412 -318.30  -32.79  787.47
   413 -343.14  -99.16  771.32
   414 -385.13 -229.30  722.22
   415 -407.20  -97.21  739.76
   416 -429.24 -161.64  715.62
   417 -443.53  -31.20  724.44
   418 -489.89 -157.28  676.58
   419 -507.99 -218.94  645.37
   420 -501.78  -30.06  685.42
   421 -526.15  -91.22  661.33
   422 -564.05 -211.34  599.73
   423 -402.00 -292.07  689.63
   424 -426.89 -410.78  609.53
   425 -434.68 -465.81  562.64
   426 -464.00 -286.60  651.97
   427 -476.50 -346.20  612.86
   428 -491.08 -457.34  521.70
   429 -533.55 -337.18  569.33
   430 -540.74 -392.87  525.12
   431 -577.34 -269.47  562.64
   432 -592.08 -379.75  477.22
   433 -593.44 -431.15  429.46
   434 -167.84 -516.57  653.83
   435 -232.94 -522.69  628.52
   436 -249.87 -574.59  574.38
   437 -358.06 -524.20  565.25
   438 -313.07 -575.93  541.10
   439 -118.77 -559.78  628.52
   440  -18.44 -634.54  565.25
   441 -135.59 -611.73  574.38
   442  -85.24 -649.95  541.10
   443 -201.40 -619.84  545.66
   444 -216.54 -666.43  481.12
   445   32.16 -665.57  527.72
   446   17.18 -712.35  463.43
   447 -100.31 -696.60  476.65
   448  -48.36 -727.53  436.87
   449 -165.69 -704.52  445.75
   450  -60.64 -764.99  365.53
   451   82.54 -692.02  486.62
   452  132.37 -713.74  442.20
   453  181.31 -730.59  394.80
   454   68.39 -736.06  419.58
   455   56.12 -773.36  348.23
   456   -7.28 -786.91  321.27
   457 -417.22 -519.55  527.72
   458 -432.60 -566.21  463.43
   459 -526.62 -499.62  442.20
   460 -487.97 -555.28  419.58
   461 -576.10 -484.49  394.80
   462 -499.97 -592.68  348.23
   463 -328.30 -622.51  476.65
   464 -280.07 -667.36  445.75
   465 -388.50 -617.02  436.87
   466 -400.59 -654.53  365.53
   467 -456.65 -640.90  321.27
   468 -292.26 -704.92  374.39
   469 -240.88 -741.36  338.90
   470 -352.54 -697.39  334.46
   471 -302.08 -735.30  300.97
   472 -361.06 -723.93  260.90
   473 -309.45 -758.15  227.93
   474 -177.90 -742.08  374.39
   475 -124.70 -771.42  334.46
   476 -133.41 -797.90  260.90
   477 -249.53 -767.98  265.39
   478 -195.28 -795.24  227.93
   479 -837.47  -30.06  142.27
   480 -846.31  -31.20   72.73
   481 -843.76  -97.21   33.38
   482 -846.68  -32.79  -67.46
   483 -843.34  -99.16  -38.03
   484 -826.80  -91.22  174.85
   485 -788.67 -211.34  236.30
   486 -824.24 -157.28  135.59
   487 -804.42 -218.94  165.75
   488 -832.04 -161.64   63.89
   489 -818.20 -229.30   21.49
   490 -761.44 -269.47  264.77
   491 -747.83 -337.18  222.62
   492 -790.64 -286.60  123.45
   493 -761.25 -346.20  152.12
   494 -796.60 -292.07   51.15
   495 -736.09 -410.78  109.23
   496 -691.62 -379.75  316.16
   497 -649.51 -431.15  338.73
   498 -711.51 -392.87  248.81
   499 -686.25 -457.34  205.92
   500 -697.64 -465.81  137.17
   501 -610.77 -484.49  338.73
   502 -535.06 -592.68  291.46
   503 -491.57 -640.90  264.77
   504 -631.03 -499.62  273.27
   505 -593.51 -555.28  248.81
   506 -506.09 -654.53  194.83
   507 -607.97 -566.21  179.68
   508 -564.49 -617.02  152.12
   509 -658.60 -519.55  137.17
   510 -573.15 -622.51   80.48
   511 -523.94 -667.36   51.15
   512 -444.71 -684.76  236.30
   513 -342.26 -758.15  174.85
   514 -456.81 -697.39  165.75
   515 -404.29 -735.30  135.59
   516 -348.96 -767.98  104.51
   517 -465.57 -704.92   93.98
   518 -291.19 -795.24   72.73
   519 -353.18 -772.43   33.38
   520 -470.92 -707.30   21.49
   521 -414.43 -742.08   -8.32
   522 -354.92 -771.42  -38.03
   523 -292.83 -795.11  -67.46
   524  184.48 -175.09  811.05
   525   31.48 -229.03  817.96
   526  -46.33 -250.09  811.05
   527  164.80 -243.75  797.45
   528   87.99 -270.82  800.88
   529   66.18 -335.91  778.00
   530  121.94 -375.29  752.85
   531  238.24 -213.62  787.47
   532  340.48 -285.94  724.44
   533  219.32 -281.91  771.32
   534  272.30 -317.98  739.76
   535  323.31 -351.79  703.00
   536  198.78 -348.16  749.51
   537  372.05 -383.06  661.33
   538  303.88 -415.20  676.58
   539  176.80 -411.88  722.22
   540  230.39 -445.44  686.30
   541  282.29 -475.72  645.37
   542  332.10 -502.52  599.73
   543  -67.18 -312.86  787.47
   544  -11.72 -356.98  771.32
   545   99.07 -437.14  722.22
   546  -33.38 -417.31  739.76
   547   21.09 -458.18  715.62
   548 -107.39 -431.46  724.44
   549   -1.79 -514.51  676.58
   550   51.25 -550.79  645.37
   551 -126.47 -486.51  685.42
   552  -75.83 -528.59  661.33
   553   26.69 -601.76  599.73
   554  153.55 -472.58  689.63
   555  258.76 -532.93  609.53
   556  308.69 -557.35  562.64
   557  129.19 -529.86  651.97
   558  182.00 -560.16  612.86
   559  283.20 -608.37  521.70
   560  155.80 -611.63  569.33
   561  206.54 -635.67  525.12
   562   77.87 -632.35  562.64
   563  178.19 -680.45  477.22
   564  226.67 -697.63  429.46
   565  439.42 -319.26  653.83
   566  425.12 -383.06  628.52
   567  469.26 -415.20  574.38
   568  387.90 -502.52  565.25
   569  450.99 -475.72  541.10
   570  495.69 -285.94  628.52
   571  597.79 -213.62  565.25
   572  539.89 -317.98  574.38
   573  591.80 -281.91  541.10
   574  527.26 -383.08  545.66
   575  566.91 -411.88  481.12
   576  642.92 -175.09  527.72
   577  682.79 -203.80  463.43
   578  631.51 -310.66  476.65
   579  676.98 -270.82  436.87
   580  618.84 -375.29  445.75
   581  708.81 -294.07  365.53
   582  683.66 -135.34  486.62
   583  719.72  -94.66  442.20
   584  750.86  -53.33  394.80
   585  721.17 -162.41  419.58
   586  752.85 -185.61  348.23
   587  746.15 -250.09  321.27
   588  365.19 -557.35  527.72
   589  404.81 -586.40  463.43
   590  312.43 -655.24  442.20
   591  377.32 -635.67  419.58
   592  282.75 -697.63  394.80
   593  409.17 -658.65  348.23
   594  490.59 -504.60  476.65
   595  548.16 -472.58  445.75
   596  466.76 -560.16  436.87
   597  498.71 -583.24  365.53
   598  468.42 -632.35  321.27
   599  580.11 -495.79  374.39
   600  630.64 -458.18  338.90
   601  554.32 -550.79  334.46
   602  605.96 -514.51  300.97
   603  576.92 -567.09  260.90
   604  625.41 -528.59  227.93
   605  650.79 -398.51  374.39
   606  695.13 -356.98  334.46
   607  717.62 -373.44  260.90
   608  653.28 -474.64  265.39
   609  695.98 -431.46  227.93
   610 -230.21 -805.77  142.27
   611 -231.85 -814.53   72.73
   612 -168.28 -832.51   33.38
   613 -230.45 -815.38  -67.46
   614 -166.29 -832.70  -38.03
   615 -168.73 -814.53  174.85
   616  -42.71 -815.38  236.30
   617 -105.12 -832.51  135.59
   618  -40.35 -832.70  165.75
   619 -103.38 -841.27   63.89
   620  -34.76 -849.01   21.49
   621   20.98 -807.44  264.77
   622   89.58 -815.42  222.62
   623   28.25 -840.51  123.45
   624   94.01 -830.98  152.12
   625   31.61 -847.87   51.15
   626  163.21 -827.00  109.23
   627  147.44 -775.11  316.16
   628  209.35 -750.96  338.73
   629  153.77 -798.09  248.81
   630  222.90 -793.98  205.92
   631  227.43 -807.44  137.17
   632  272.04 -730.59  338.73
   633  398.33 -692.02  291.46
   634  457.63 -665.57  264.77
   635  280.17 -754.54  273.27
   636  344.70 -736.06  248.81
   637  466.11 -683.59  194.83
   638  350.62 -753.18  179.68
   639  412.38 -727.53  152.12
   640  290.61 -786.91  137.17
   641  414.94 -737.46   80.48
   642  472.80 -704.52   51.15
   643  513.83 -634.54  236.30
   644  615.28 -559.78  174.85
   645  522.10 -649.95  165.75
   646  574.38 -611.73  135.59
   647  622.57 -569.20  104.51
   648  526.55 -660.62   93.98
   649  666.34 -522.69   72.73
   650  625.48 -574.59   33.38
   651  527.16 -666.43   21.49
   652  577.69 -623.46   -8.32
   653  623.98 -575.93  -38.03
   654  665.70 -524.20  -67.46
   655  593.44  431.15 -429.46
   656  491.08  457.34 -521.70
   657  434.68  465.81 -562.64
   658  592.08  379.75 -477.22
   659  540.74  392.87 -525.12
   660  426.89  410.78 -609.53
   661  533.55  337.18 -569.33
   662  476.50  346.20 -612.86
   663  577.34  269.47 -562.64
   664  464.00  286.60 -651.97
   665  402.00  292.07 -689.63
   666  375.30  471.14 -599.73
   667  249.35  472.21 -661.33
   668  365.21  415.48 -645.37
   669  300.97  417.31 -676.58
   670  234.66  416.20 -703.00
   671  352.44  356.76 -686.30
   672  166.73  412.18 -724.44
   673  218.28  357.23 -739.76
   674  337.08  295.43 -722.22
   675  269.69  296.63 -749.51
   676  200.35  295.70 -771.32
   677  129.55  292.59 -787.47
   678  564.05  211.34 -599.73
   679  507.99  218.94 -645.37
   680  385.13  229.30 -722.22
   681  489.89  157.28 -676.58
   682  429.24  161.64 -715.62
   683  526.15   91.22 -661.33
   684  407.20   97.21 -739.76
   685  343.14   99.16 -771.32
   686  501.78   30.06 -685.42
   687  443.53   31.20 -724.44
   688  318.30   32.79 -787.47
   689  319.24  231.94 -752.85
   690  180.90  232.06 -797.45
   691  109.51  229.56 -811.05
   692  299.02  166.74 -778.00
   693  230.38  167.37 -800.88
   694   88.70  164.99 -829.11
   695  208.09  100.72 -817.96
   696  138.16  100.38 -832.67
   697  252.16   33.21 -811.05
   698  115.23   33.29 -841.49
   699  255.77  787.19 -193.41
   700  309.45  758.15 -227.93
   701  302.08  735.30 -300.97
   702  410.23  684.76 -292.09
   703  352.54  697.39 -334.46
   704  195.28  795.24 -227.93
   705   70.61  795.11 -292.09
   706  187.81  772.43 -300.97
   707  124.70  771.42 -334.46
   708  240.88  741.36 -338.90
   709  229.81  707.30 -411.60
   710    7.28  786.91 -321.27
   711   -3.91  753.18 -393.96
   712  113.59  737.46 -407.12
   713   48.36  727.53 -436.87
   714  165.69  704.52 -445.75
   715   34.19  683.59 -504.03
   716  -56.12  773.36 -348.23
   717 -119.12  754.54 -372.80
   718 -181.31  730.59 -394.80
   719  -68.38  736.06 -419.58
   720  -82.54  692.02 -486.62
   721  -32.16  665.57 -527.72
   722  456.65  640.90 -321.27
   723  445.87  607.04 -393.96
   724  539.88  540.42 -372.80
   725  487.97  555.28 -419.58
   726  576.10  484.49 -394.80
   727  473.54  511.33 -486.62
   728  341.58  663.38 -407.12
   729  280.07  667.36 -445.75
   730  388.50  617.02 -436.87
   731  374.14  573.13 -504.03
   732  417.22  519.55 -527.72
   733  265.80  623.46 -512.98
   734  201.40  619.84 -545.66
   735  313.07  575.93 -541.10
   736  249.87  574.59 -574.38
   737  296.51  525.23 -598.93
   738  232.94  522.69 -628.52
   739  151.43  660.62 -512.98
   740   85.24  649.95 -541.10
   741   68.84  599.21 -598.93
   742  184.94  569.20 -603.58
   743  118.77  559.78 -628.52
   744  827.70     .00 -193.41
   745  816.66  -60.03 -227.93
   746  792.66  -60.08 -300.97
   747  778.01 -178.55 -292.09
   748  772.20 -119.78 -334.46
   749  816.66   60.03 -227.93
   750  778.01  178.55 -292.09
   751  792.66   60.08 -300.97
   752  772.20  119.78 -334.46
   753  779.52     .00 -338.90
   754  743.70     .00 -411.60
   755  750.64  236.25 -321.27
   756  715.10  236.46 -393.96
   757  736.47  119.87 -407.12
   758  706.87  178.82 -436.87
   759  721.24   60.13 -445.75
   760  660.69  178.72 -504.03
   761  718.17  292.35 -348.23
   762  680.80  346.45 -372.80
   763  638.80  398.20 -394.80
   764  678.89  292.49 -419.58
   765  632.64  292.35 -486.62
   766  623.05  236.25 -527.72
   767  846.68   32.79   67.46
   768  843.34   99.16   38.03
   769  818.20  229.30  -21.49
   770  843.76   97.21  -33.38
   771  832.04  161.64  -63.89
   772  846.31   31.20  -72.73
   773  824.24  157.28 -135.59
   774  804.42  218.94 -165.75
   775  837.47   30.06 -142.27
   776  826.80   91.22 -174.85
   777  788.67  211.34 -236.30
   778  796.60  292.07  -51.15
   779  736.09  410.78 -109.23
   780  697.64  465.81 -137.17
   781  790.64  286.60 -123.45
   782  761.25  346.20 -152.12
   783  686.25  457.34 -205.92
   784  747.83  337.18 -222.62
   785  711.51  392.87 -248.81
   786  761.44  269.47 -264.77
   787  691.62  379.75 -316.16
   788  649.51  431.15 -338.73
   789  658.60  519.55 -137.17
   790  607.97  566.21 -179.68
   791  631.03  499.62 -273.27
   792  593.51  555.28 -248.81
   793  610.77  484.49 -338.73
   794  535.06  592.68 -291.46
   795  573.15  622.51  -80.48
   796  523.94  667.36  -51.15
   797  564.49  617.02 -152.12
   798  506.09  654.53 -194.83
   799  491.57  640.90 -264.77
   800  470.92  707.30  -21.49
   801  465.57  704.92  -93.98
   802  456.81  697.39 -165.75
   803  404.29  735.30 -135.59
   804  444.71  684.76 -236.30
   805  342.26  758.15 -174.85
   806  414.43  742.08    8.32
   807  354.92  771.42   38.03
   808  292.83  795.11   67.46
   809  353.18  772.43  -33.38
   810  348.96  767.98 -104.51
   811  291.19  795.24  -72.73
   812  230.45  815.38   67.46
   813  166.29  832.70   38.03
   814   34.76  849.01  -21.49
   815  168.28  832.51  -33.38
   816  103.38  841.27  -63.89
   817  231.85  814.53  -72.73
   818  105.12  832.51 -135.59
   819   40.35  832.70 -165.75
   820  230.21  805.77 -142.27
   821  168.73  814.53 -174.85
   822   42.71  815.38 -236.30
   823 -226.67  697.63 -429.46
   824 -283.20  608.37 -521.70
   825 -308.69  557.35 -562.64
   826 -178.19  680.45 -477.22
   827 -206.54  635.67 -525.12
   828 -258.76  532.93 -609.53
   829 -155.80  611.63 -569.33
   830 -182.00  560.16 -612.86
   831  -77.87  632.35 -562.64
   832 -129.19  529.86 -651.97
   833 -153.55  472.58 -689.63
   834 -332.10  502.52 -599.73
   835 -372.05  383.06 -661.33
   836 -282.29  475.72 -645.37
   837 -303.88  415.20 -676.58
   838 -323.31  351.79 -703.00
   839 -230.39  445.44 -686.30
   840 -340.48  285.94 -724.44
   841 -272.30  317.98 -739.76
   842 -176.80  411.88 -722.22
   843 -198.78  348.16 -749.51
   844 -219.32  281.91 -771.32
   845 -238.24  213.62 -787.47
   846  -26.69  601.76 -599.73
   847  -51.25  550.79 -645.37
   848  -99.07  437.14 -722.22
   849    1.79  514.51 -676.58
   850  -21.09  458.18 -715.62
   851   75.83  528.59 -661.33
   852   33.38  417.31 -739.76
   853   11.72  356.98 -771.32
   854  126.47  486.51 -685.42
   855  107.39  431.46 -724.44
   856   67.18  312.86 -787.47
   857 -121.94  375.29 -752.85
   858 -164.80  243.75 -797.45
   859 -184.48  175.09 -811.05
   860  -66.18  335.91 -778.00
   861  -87.99  270.82 -800.88
   862 -129.51  135.34 -829.11
   863  -31.48  229.03 -817.96
   864  -52.77  162.41 -832.67
   865   46.33  250.09 -811.05
   866    3.94  119.88 -841.49
   867 -669.63  486.51 -193.41
   868 -625.41  528.59 -227.93
   869 -605.96  514.51 -300.97
   870 -524.48  601.76 -292.09
